f0_,Record Count,count
2020. 9. 4.,1,1141207
2020. 9. 5.,1,1040906
2020. 9. 6.,1,1026667
2020. 9. 7.,1,1051480
2020. 9. 8.,1,1026700
2020. 9. 9.,1,1052603
2020. 9. 10.,1,1120964
2020. 9. 11.,1,1074413
2020. 9. 12.,1,1034584
2020. 9. 13.,1,1042047
2020. 9. 14.,1,1079688
2020. 9. 15.,1,1089837
2020. 9. 16.,1,1035013
2020. 9. 17.,1,1406016
2020. 9. 18.,1,1244808
2020. 9. 19.,1,1090001
2020. 9. 20.,1,1095309
2020. 9. 21.,1,1133662
2020. 9. 22.,1,1081497
2020. 9. 23.,1,1084100
2020. 9. 24.,1,1087537
2020. 9. 25.,1,1034790
2020. 9. 26.,1,984559
2020. 9. 27.,1,966479
2020. 9. 28.,1,1080187
2020. 9. 29.,1,1088234
2020. 9. 30.,1,1079040
2020. 10. 1.,1,1018741
2020. 10. 2.,1,1002138
2020. 10. 3.,1,956528
2020. 10. 4.,1,985452
2020. 10. 5.,1,1027690
2020. 10. 6.,1,1083502
2020. 10. 7.,1,1035384
2020. 10. 8.,1,1019446
2020. 10. 9.,1,1049571
2020. 10. 10.,1,1036351
2020. 10. 11.,1,1004701
2020. 10. 12.,1,1092162
2020. 10. 13.,1,1127396
2020. 10. 14.,1,1093927
2020. 10. 15.,1,1249576
2020. 10. 16.,1,1161135
2020. 10. 17.,1,1051772
2020. 10. 18.,1,995711
2020. 10. 19.,1,1128930
2020. 10. 20.,1,1105678
2020. 10. 21.,1,1159354
2020. 10. 22.,1,1189043
2020. 10. 23.,1,1132837
2020. 10. 24.,1,1012156
2020. 10. 25.,1,965206
2020. 10. 26.,1,1086139
2020. 10. 27.,1,1078466
2020. 10. 28.,1,1139608
2020. 10. 29.,1,1107849
2020. 10. 30.,1,1111013
2020. 10. 31.,1,1089587
2020. 11. 1.,1,1050753
2020. 11. 2.,1,1156870
2020. 11. 3.,1,1119359
2020. 11. 4.,1,1137324
2020. 11. 5.,1,1128431
2020. 11. 6.,1,1171971
2020. 11. 7.,1,1131722
2020. 11. 8.,1,1016465
2020. 11. 9.,1,1147695
2020. 11. 10.,1,1157455
2020. 11. 11.,1,1096582
2020. 11. 12.,1,1099253
2020. 11. 13.,1,1156377
2020. 11. 14.,1,1067063
2020. 11. 15.,1,1037428
2020. 11. 16.,1,1105512
2020. 11. 17.,1,1173012
2020. 11. 18.,1,1120798
2020. 11. 19.,1,1122748
2020. 11. 20.,1,1162871
2020. 11. 21.,1,1172183
2020. 11. 22.,1,1148006
2020. 11. 23.,1,1213632
2020. 11. 24.,1,1240072
2020. 11. 25.,1,1205924
2020. 11. 26.,1,1173330
2020. 11. 27.,1,1102889
2020. 11. 28.,1,992335
2020. 11. 29.,1,993930
2020. 11. 30.,1,1183915
2020. 12. 1.,1,1172361
2020. 12. 2.,1,1071389
2020. 12. 3.,1,1114178
2020. 12. 4.,1,1134337
2020. 12. 5.,1,1055722
2020. 12. 6.,1,1034515
2020. 12. 7.,1,1102501
2020. 12. 8.,1,1149816
2020. 12. 9.,1,1150822
2020. 12. 10.,1,1092429
2020. 12. 11.,1,1122160
2020. 12. 12.,1,1092064
2020. 12. 13.,1,1142703
2020. 12. 14.,1,1241593
2020. 12. 15.,1,1215285
2020. 12. 16.,1,1261767
2020. 12. 17.,1,1342281
2020. 12. 18.,1,1193950
2020. 12. 19.,1,1162872
2020. 12. 20.,1,1074305
2020. 12. 21.,1,1146949
2020. 12. 22.,1,1147101
2020. 12. 23.,1,1254308
2020. 12. 24.,1,1142743
2020. 12. 25.,1,1140417
2020. 12. 26.,1,1139562
2020. 12. 27.,1,1177372
2020. 12. 28.,1,1256783
2020. 12. 29.,1,1206703
2020. 12. 30.,1,1227653
2020. 12. 31.,1,1163876
2021. 1. 1.,1,1136712
2021. 1. 2.,1,1170839
2021. 1. 3.,1,1234419
2021. 1. 4.,1,1275169
2021. 1. 5.,1,1258441
2021. 1. 6.,1,1280434
2021. 1. 7.,1,1298568
2021. 1. 8.,1,1288953
2021. 1. 9.,1,1231759
2021. 1. 10.,1,1210603
2021. 1. 11.,1,1280285
2021. 1. 12.,1,1165508
2021. 1. 13.,1,1126532
2021. 1. 14.,1,1184604
2021. 1. 15.,1,1227187
2021. 1. 16.,1,1193339
2021. 1. 17.,1,1133096
2021. 1. 18.,1,1217953
2021. 1. 19.,1,1252236
2021. 1. 20.,1,1213930
2021. 1. 21.,1,1178190
2021. 1. 22.,1,1182794
2021. 1. 23.,1,1140666
2021. 1. 24.,1,1117744
2021. 1. 25.,1,1207263
2021. 1. 26.,1,1194595
2021. 1. 27.,1,1140980
2021. 1. 28.,1,1190834
2021. 1. 29.,1,1293963
2021. 1. 30.,1,1218241
2021. 1. 31.,1,1244924
2021. 2. 1.,1,1300451
2021. 2. 2.,1,1302891
2021. 2. 3.,1,1314906
2021. 2. 4.,1,1309863
2021. 2. 5.,1,1316904
2021. 2. 6.,1,1227828
2021. 2. 7.,1,1230638
2021. 2. 8.,1,1275739
2021. 2. 9.,1,1327544
2021. 2. 10.,1,1320357
2021. 2. 11.,1,1270521
2021. 2. 12.,1,1290300
2021. 2. 13.,1,1252364
2021. 2. 14.,1,1206665
2021. 2. 15.,1,1210500
2021. 2. 16.,1,1217916
2021. 2. 17.,1,1258503
2021. 2. 18.,1,1298425
2021. 2. 19.,1,1323618
2021. 2. 20.,1,1337507
2021. 2. 21.,1,1233518
2021. 2. 22.,1,1312178
2021. 2. 23.,1,1302882
2021. 2. 24.,1,1285208
2021. 2. 25.,1,1232758
2021. 2. 26.,1,1236241
2021. 2. 27.,1,1202432
2021. 2. 28.,1,1179859
2021. 3. 1.,1,1185925
2021. 3. 2.,1,1240182
2021. 3. 3.,1,1235048
2021. 3. 4.,1,1234903
2021. 3. 5.,1,1208640
2021. 3. 6.,1,1160519
2021. 3. 7.,1,1180104
2021. 3. 8.,1,1216417
2021. 3. 9.,1,1275347
2021. 3. 10.,1,1256065
2021. 3. 11.,1,1284767
2021. 3. 12.,1,1325679
2021. 3. 13.,1,1293352
2021. 3. 14.,1,1277890
2021. 3. 15.,1,1321388
2021. 3. 16.,1,1308992
2021. 3. 17.,1,1272298
2021. 3. 18.,1,1299760
2021. 3. 19.,1,1291231
2021. 3. 20.,1,1262309
2021. 3. 21.,1,1206064
2021. 3. 22.,1,1307460
2021. 3. 23.,1,1298959
2021. 3. 24.,1,1309468
2021. 3. 25.,1,1349663
2021. 3. 26.,1,1265836
2021. 3. 27.,1,1230764
2021. 3. 28.,1,1211918
2021. 3. 29.,1,1269901
2021. 3. 30.,1,1300973
2021. 3. 31.,1,1354603
2021. 4. 1.,1,1368006
2021. 4. 2.,1,1358619
2021. 4. 3.,1,1293333
2021. 4. 4.,1,1197875
2021. 4. 5.,1,1296946
2021. 4. 6.,1,1335799
2021. 4. 7.,1,1312638
2021. 4. 8.,1,1284449
2021. 4. 9.,1,1300882
2021. 4. 10.,1,1315016
2021. 4. 11.,1,1256904
2021. 4. 12.,1,1347983
2021. 4. 13.,1,1350467
2021. 4. 14.,1,1386341
2021. 4. 15.,1,1197340
2021. 4. 16.,1,1426977
2021. 4. 17.,1,1453000
2021. 4. 18.,1,1396766
2021. 4. 19.,1,1476842
2021. 4. 20.,1,1555560
2021. 4. 21.,1,1565355
2021. 4. 22.,1,1577266
2021. 4. 23.,1,1537100
2021. 4. 24.,1,1389103
2021. 4. 25.,1,1389350
2021. 4. 26.,1,1448466
2021. 4. 27.,1,1448293
2021. 4. 28.,1,1517604
2021. 4. 29.,1,1530717
2021. 4. 30.,1,1441230
2021. 5. 1.,1,1427568
2021. 5. 2.,1,1417458
2021. 5. 3.,1,1488804
2021. 5. 4.,1,1536119
2021. 5. 5.,1,1518877
2021. 5. 6.,1,1532197
2021. 5. 7.,1,1527890
2021. 5. 8.,1,1710882
2021. 5. 9.,1,1716600
2021. 5. 10.,1,1716489
2021. 5. 11.,1,1716051
2021. 5. 12.,1,1624077
2021. 5. 13.,1,1588560
2021. 5. 14.,1,1531689
2021. 5. 15.,1,1472680
2021. 5. 16.,1,1425115
2021. 5. 17.,1,1446627
2021. 5. 18.,1,1425053
2021. 5. 19.,1,1461174
2021. 5. 20.,1,1459146
2021. 5. 21.,1,1367394
2021. 5. 22.,1,1283663
2021. 5. 23.,1,1264253
2021. 5. 24.,1,1312739
2021. 5. 25.,1,1289446
2021. 5. 26.,1,1326432
2021. 5. 27.,1,1291385
2021. 5. 28.,1,1305078
2021. 5. 29.,1,1293425
2021. 5. 30.,1,1280282
2021. 5. 31.,1,1297889
2021. 6. 1.,1,1274354
2021. 6. 2.,1,1314178
2021. 6. 3.,1,1337711
2021. 6. 4.,1,1301803
2021. 6. 5.,1,1176676
2021. 6. 6.,1,1134526
2021. 6. 7.,1,1225549
2021. 6. 8.,1,1221063
2021. 6. 9.,1,1194275
2021. 6. 10.,1,1188556
2021. 6. 11.,1,1183286
2021. 6. 12.,1,1131777
2021. 6. 13.,1,1124736
2021. 6. 14.,1,1188556
2021. 6. 15.,1,1224101
2021. 6. 16.,1,1201109
2021. 6. 17.,1,1218956
2021. 6. 18.,1,1170182
2021. 6. 19.,1,1050189
2021. 6. 20.,1,1057288
2021. 6. 21.,1,1209567
2021. 6. 22.,1,1297644
2021. 6. 23.,1,1201974
2021. 6. 24.,1,1207012
2021. 6. 25.,1,1227331
2021. 6. 26.,1,1150460
2021. 6. 27.,1,1104703
2021. 6. 28.,1,1404100
2021. 6. 29.,1,1264320
2021. 6. 30.,1,1212214
2021. 7. 1.,1,1211710
2021. 7. 2.,1,1181574
2021. 7. 3.,1,1122543
2021. 7. 4.,1,1105343
2021. 7. 5.,1,1147895
2021. 7. 6.,1,1355421
2021. 7. 7.,1,1290979
2021. 7. 8.,1,1262627
2021. 7. 9.,1,1223691
2021. 7. 10.,1,1139265
2021. 7. 11.,1,1101766
2021. 7. 12.,1,1191465
2021. 7. 13.,1,1183412
2021. 7. 14.,1,1223130
2021. 7. 15.,1,1259972
2021. 7. 16.,1,1199018
2021. 7. 17.,1,1164624
2021. 7. 18.,1,1168843
2021. 7. 19.,1,1195218
2021. 7. 20.,1,1192750
2021. 7. 21.,1,1195171
2021. 7. 22.,1,1202844
2021. 7. 23.,1,1203397
2021. 7. 24.,1,1225509
2021. 7. 25.,1,1128848
2021. 7. 26.,1,1260619
2021. 7. 27.,1,1318124
2021. 7. 28.,1,1300283
2021. 7. 29.,1,1259128
2021. 7. 30.,1,1242337
2021. 7. 31.,1,1212322
2021. 8. 1.,1,1190618
2021. 8. 2.,1,1269470
2021. 8. 3.,1,1219663
2021. 8. 4.,1,1223841
2021. 8. 5.,1,1159663
2021. 8. 6.,1,1212021
2021. 8. 7.,1,1198433
2021. 8. 8.,1,1184278
2021. 8. 9.,1,1218594
2021. 8. 10.,1,1212289
2021. 8. 11.,1,1234409
2021. 8. 12.,1,1195283
2021. 8. 13.,1,1197050
2021. 8. 14.,1,1159942
2021. 8. 15.,1,523881
